mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__init_type,param_classifier__learning_rate,param_classifier__n_epochs,param_classifier__penalty,param_classifier__penalty_strength,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_sensitivity,split1_test_sensitivity,split2_test_sensitivity,split3_test_sensitivity,split4_test_sensitivity,mean_test_sensitivity,std_test_sensitivity,rank_test_sensitivity,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy
2.360222578,0.139009756,0.027294254,0.009386477,zero,0.1,100,elasticnet,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 100, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.01}",0.717557252,0.694656489,0.746153846,0.792307692,0.823076923,0.75475044,0.047217736,50,0.882352941,0.835294118,0.752941176,0.917647059,0.845238095,0.846694678,0.055186168,412,0.413043478,0.434782609,0.733333333,0.555555556,0.782608696,0.583864734,0.15102769,58,0.506666667,0.5,0.666666667,0.649350649,0.757894737,0.616115744,0.099220163,50,0.835038363,0.708695652,0.825098039,0.858300654,0.887681159,0.822962774,0.061064866,249,0.64769821,0.635038363,0.743137255,0.736601307,0.813923395,0.715279706,0.066282974,28
2.417620707,0.103903935,0.026205683,0.004207825,zero,0.1,100,elasticnet,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 100, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.1}",0.671755725,0.694656489,0.746153846,0.723076923,0.8,0.727128597,0.044292686,407,0.952941176,0.905882353,0.788235294,0.976470588,0.869047619,0.898515406,0.066518419,111,0.152173913,0.304347826,0.666666667,0.244444444,0.673913043,0.408309179,0.219343973,528,0.245614035,0.411764706,0.64516129,0.379310345,0.704545455,0.477279166,0.171693413,515,0.823529412,0.678772379,0.808888889,0.877647059,0.882246377,0.814216823,0.073636572,332,0.552557545,0.60511509,0.72745098,0.610457516,0.771480331,0.653412292,0.082184186,468
2.915408325,0.235846367,0.030468273,0.00473007,zero,0.1,150,l1,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.001}",0.748091603,0.664122137,0.769230769,0.769230769,0.784615385,0.747058133,0.043065639,236,0.894117647,0.670588235,0.870588235,0.905882353,0.928571429,0.85394958,0.093570438,379,0.47826087,0.652173913,0.577777778,0.511111111,0.52173913,0.54821256,0.061078088,159,0.571428571,0.576923077,0.634146341,0.605263158,0.631578947,0.603868019,0.026324766,148,0.832480818,0.71202046,0.821176471,0.857254902,0.865424431,0.817671416,0.055210381,308,0.686189258,0.661381074,0.724183007,0.708496732,0.72515528,0.70108107,0.024356169,183
2.936355686,0.198475502,0.025467539,0.007933571,zero,0.1,150,l1,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.01}",0.748091603,0.664122137,0.761538462,0.776923077,0.8,0.750135056,0.046339068,124,0.894117647,0.670588235,0.870588235,0.917647059,0.952380952,0.861064426,0.098999697,327,0.47826087,0.652173913,0.555555556,0.511111111,0.52173913,0.543768116,0.05955454,191,0.571428571,0.576923077,0.617283951,0.613333333,0.648648649,0.605523516,0.028423682,128,0.833759591,0.711764706,0.813856209,0.861176471,0.857401656,0.815591727,0.054661088,326,0.686189258,0.661381074,0.713071895,0.714379085,0.737060041,0.702416271,0.026092318,163
3.239650011,0.082924937,0.023468876,0.00570221,zero,0.1,150,l1,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.1}",0.65648855,0.671755725,0.707692308,0.769230769,0.646153846,0.69026424,0.044650956,570,0.976470588,0.717647059,0.988235294,0.964705882,1,0.929411765,0.106533943,67,0.065217391,0.586956522,0.177777778,0.4,0,0.245990338,0.218091711,609,0.117647059,0.556701031,0.296296296,0.545454545,0,0.303219786,0.223319426,636,0.76112532,0.707928389,0.789281046,0.877385621,0.546066253,0.736357326,0.109838291,553,0.52084399,0.65230179,0.583006536,0.682352941,0.5,0.587701051,0.071155626,623
2.965116882,0.079133566,0.019500685,0.00651625,zero,0.1,150,l2,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.001}",0.748091603,0.664122137,0.761538462,0.769230769,0.784615385,0.745519671,0.04237798,271,0.894117647,0.670588235,0.870588235,0.905882353,0.928571429,0.85394958,0.093570438,379,0.47826087,0.652173913,0.555555556,0.511111111,0.52173913,0.543768116,0.05955454,191,0.571428571,0.576923077,0.617283951,0.605263158,0.631578947,0.600495541,0.023114103,185,0.831969309,0.71202046,0.821699346,0.856732026,0.867236025,0.817931433,0.055434325,302,0.686189258,0.661381074,0.713071895,0.708496732,0.72515528,0.698858848,0.022589838,219
2.925234032,0.138768062,0.026731062,0.006081013,zero,0.1,150,l2,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.01}",0.740458015,0.65648855,0.769230769,0.776923077,0.792307692,0.747081621,0.048326952,226,0.882352941,0.658823529,0.882352941,0.917647059,0.952380952,0.858711485,0.103267035,340,0.47826087,0.652173913,0.555555556,0.511111111,0.5,0.53942029,0.061756894,220,0.564102564,0.571428571,0.625,0.613333333,0.630136986,0.600800291,0.027614365,184,0.834015345,0.70511509,0.820392157,0.859084967,0.869565217,0.817634555,0.058909244,309,0.680306905,0.655498721,0.718954248,0.714379085,0.726190476,0.699065887,0.026891566,217
2.685413933,0.092158854,0.020723057,0.005027096,zero,0.1,150,l2,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.1}",0.740458015,0.641221374,0.746153846,0.792307692,0.669230769,0.717874339,0.054939878,434,0.905882353,0.658823529,0.882352941,0.941176471,0.988095238,0.875266106,0.11393819,162,0.434782609,0.608695652,0.488888889,0.511111111,0.086956522,0.426086957,0.178664037,522,0.540540541,0.54368932,0.571428571,0.630136986,0.156862745,0.488531633,0.168923371,494,0.823017903,0.688491049,0.806013072,0.865359477,0.804089027,0.797394105,0.058744966,412,0.670332481,0.633759591,0.685620915,0.726143791,0.53752588,0.650676531,0.063862393,481
3.500234509,0.154656811,0.023873854,0.006627316,zero,0.1,150,elasticnet,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.001}",0.748091603,0.664122137,0.761538462,0.769230769,0.784615385,0.745519671,0.04237798,271,0.894117647,0.670588235,0.870588235,0.905882353,0.928571429,0.85394958,0.093570438,379,0.47826087,0.652173913,0.555555556,0.511111111,0.52173913,0.543768116,0.05955454,191,0.571428571,0.576923077,0.617283951,0.605263158,0.631578947,0.600495541,0.023114103,185,0.832225064,0.71202046,0.821699346,0.856732026,0.866977226,0.817930825,0.055401471,303,0.686189258,0.661381074,0.713071895,0.708496732,0.72515528,0.698858848,0.022589838,219
3.450995064,0.155045315,0.019894123,0.009292862,zero,0.1,150,elasticnet,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.01}",0.740458015,0.65648855,0.761538462,0.776923077,0.8,0.747081621,0.049296743,226,0.882352941,0.658823529,0.870588235,0.917647059,0.952380952,0.856358543,0.102834683,362,0.47826087,0.652173913,0.555555556,0.511111111,0.52173913,0.543768116,0.05955454,191,0.564102564,0.571428571,0.617283951,0.613333333,0.648648649,0.602959414,0.031318894,153,0.835549872,0.708951407,0.81620915,0.859869281,0.863871636,0.816890269,0.056663722,316,0.680306905,0.655498721,0.713071895,0.714379085,0.737060041,0.70006333,0.028702756,197
3.548934746,0.244078885,0.020706701,0.002860613,zero,0.1,150,elasticnet,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.1, 'classifier__n_epochs': 150, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.1}",0.687022901,0.648854962,0.692307692,0.792307692,0.653846154,0.69486788,0.051696394,555,0.929411765,0.658823529,0.894117647,0.964705882,1,0.889411765,0.120575322,139,0.239130435,0.630434783,0.311111111,0.466666667,0.02173913,0.333816425,0.20615763,567,0.349206349,0.557692308,0.411764706,0.608695652,0.042553191,0.393982441,0.199362137,580,0.814066496,0.697953964,0.797908497,0.871372549,0.673654244,0.77099115,0.074115259,490,0.5842711,0.644629156,0.602614379,0.715686275,0.510869565,0.611614095,0.067674378,576
1.036051798,0.078626167,0.025248051,0.002354424,zero,0.05,50,l1,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.001}",0.755725191,0.687022901,0.776923077,0.761538462,0.815384615,0.759318849,0.041708091,14,0.858823529,0.764705882,0.882352941,0.905882353,0.869047619,0.856162465,0.048364084,367,0.565217391,0.543478261,0.577777778,0.488888889,0.717391304,0.578550725,0.075794992,74,0.619047619,0.549450549,0.641975309,0.586666667,0.733333333,0.626094695,0.062017538,19,0.831457801,0.720460358,0.834509804,0.86248366,0.896480331,0.829078391,0.059147227,72,0.71202046,0.654092072,0.730065359,0.697385621,0.793219462,0.717356595,0.045489342,24
1.11031661,0.091248099,0.03000679,0.002964181,zero,0.05,50,l1,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.01}",0.740458015,0.679389313,0.776923077,0.746153846,0.8,0.74858485,0.040759172,177,0.858823529,0.752941176,0.894117647,0.905882353,0.869047619,0.856162465,0.054296236,367,0.52173913,0.543478261,0.555555556,0.444444444,0.673913043,0.547826087,0.073952501,177,0.585365854,0.543478261,0.632911392,0.547945205,0.704545455,0.602849233,0.060151289,155,0.830179028,0.719693095,0.834771242,0.864836601,0.89389234,0.828674461,0.05912266,110,0.69028133,0.648209719,0.724836601,0.675163399,0.771480331,0.701994276,0.042661344,168
1.119886446,0.10041034,0.028067446,0.003250465,zero,0.05,50,l1,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.1}",0.717557252,0.702290076,0.753846154,0.7,0.723076923,0.719354081,0.019352271,431,0.894117647,0.858823529,0.988235294,0.988235294,0.988095238,0.943501401,0.05585687,40,0.391304348,0.413043478,0.311111111,0.155555556,0.239130435,0.302028986,0.095694813,595,0.493150685,0.493506494,0.466666667,0.264150943,0.379310345,0.419357027,0.08817541,569,0.801023018,0.692838875,0.77751634,0.871111111,0.852225673,0.798943003,0.06287892,409,0.642710997,0.635933504,0.649673203,0.571895425,0.613612836,0.622765193,0.028166574,558
1.16355567,0.061587504,0.026354122,0.004250499,zero,0.05,50,l2,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.001}",0.755725191,0.687022901,0.776923077,0.761538462,0.815384615,0.759318849,0.041708091,14,0.858823529,0.764705882,0.882352941,0.905882353,0.869047619,0.856162465,0.048364084,367,0.565217391,0.543478261,0.577777778,0.488888889,0.717391304,0.578550725,0.075794992,74,0.619047619,0.549450549,0.641975309,0.586666667,0.733333333,0.626094695,0.062017538,19,0.831202046,0.720460358,0.833202614,0.862745098,0.89673913,0.828869849,0.059212501,92,0.71202046,0.654092072,0.730065359,0.697385621,0.793219462,0.717356595,0.045489342,24
1.105828428,0.014848868,0.0299788,0.005915822,zero,0.05,50,l2,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.01}",0.740458015,0.679389313,0.776923077,0.753846154,0.8,0.750123312,0.040783545,126,0.858823529,0.764705882,0.882352941,0.905882353,0.869047619,0.856162465,0.048364084,367,0.52173913,0.52173913,0.577777778,0.466666667,0.673913043,0.55236715,0.07019947,137,0.585365854,0.533333333,0.641975309,0.567567568,0.704545455,0.606557504,0.060311093,114,0.831202046,0.714066496,0.832156863,0.870588235,0.894927536,0.828588235,0.062128413,120,0.69028133,0.643222506,0.730065359,0.68627451,0.771480331,0.704264807,0.043425675,111
1.100916719,0.062107786,0.027583933,0.005167546,zero,0.05,50,l2,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.1}",0.748091603,0.664122137,0.776923077,0.776923077,0.8,0.753211979,0.047490566,68,0.882352941,0.752941176,0.905882353,0.952941176,0.904761905,0.87977591,0.06745768,157,0.5,0.5,0.533333333,0.444444444,0.608695652,0.517294686,0.053882734,409,0.582278481,0.511111111,0.623376623,0.579710145,0.682926829,0.595880638,0.056507424,231,0.815345269,0.693861893,0.828496732,0.877647059,0.888198758,0.820709942,0.069247985,287,0.691176471,0.626470588,0.719607843,0.69869281,0.756728778,0.698535298,0.042609935,222
1.339403009,0.058157201,0.026715946,0.005127061,zero,0.05,50,elasticnet,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.001}",0.755725191,0.687022901,0.776923077,0.761538462,0.815384615,0.759318849,0.041708091,14,0.858823529,0.764705882,0.882352941,0.905882353,0.869047619,0.856162465,0.048364084,367,0.565217391,0.543478261,0.577777778,0.488888889,0.717391304,0.578550725,0.075794992,74,0.619047619,0.549450549,0.641975309,0.586666667,0.733333333,0.626094695,0.062017538,19,0.831202046,0.720204604,0.833464052,0.862222222,0.89699793,0.828818171,0.059310175,95,0.71202046,0.654092072,0.730065359,0.697385621,0.793219462,0.717356595,0.045489342,24
1.342439222,0.130673462,0.024796724,0.003321393,zero,0.05,50,elasticnet,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.01}",0.740458015,0.687022901,0.769230769,0.753846154,0.8,0.750111568,0.037260482,132,0.858823529,0.764705882,0.882352941,0.905882353,0.869047619,0.856162465,0.048364084,367,0.52173913,0.543478261,0.555555556,0.466666667,0.673913043,0.552270531,0.068037026,138,0.585365854,0.549450549,0.625,0.567567568,0.704545455,0.606385885,0.05508561,115,0.830690537,0.716112532,0.834771242,0.867973856,0.894151139,0.828739861,0.060898341,105,0.69028133,0.654092072,0.718954248,0.68627451,0.771480331,0.704216498,0.03942128,112
1.346098137,0.065607908,0.021776533,0.006537424,zero,0.05,50,elasticnet,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 50, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.1}",0.740458015,0.679389313,0.753846154,0.784615385,0.769230769,0.745507927,0.036218408,279,0.882352941,0.8,0.941176471,0.964705882,0.94047619,0.905742297,0.059442786,90,0.47826087,0.456521739,0.4,0.444444444,0.456521739,0.447149758,0.025976866,513,0.564102564,0.5,0.529411765,0.588235294,0.583333333,0.553016591,0.033616387,397,0.811764706,0.698976982,0.796078431,0.877124183,0.870082816,0.810805424,0.064242341,370,0.680306905,0.62826087,0.670588235,0.704575163,0.698498965,0.676446028,0.027013367,384
2.089640045,0.148908964,0.027129412,0.007051661,zero,0.05,100,l1,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.001}",0.72519084,0.717557252,0.769230769,0.769230769,0.807692308,0.757780388,0.032964834,21,0.870588235,0.870588235,0.823529412,0.905882353,0.845238095,0.863165266,0.027667074,321,0.456521739,0.434782609,0.666666667,0.511111111,0.739130435,0.561642512,0.120190907,107,0.538461538,0.519480519,0.666666667,0.605263158,0.731182796,0.612210936,0.079001146,66,0.835038363,0.717391304,0.829803922,0.856993464,0.891304348,0.82610628,0.058510182,213,0.663554987,0.652685422,0.745098039,0.708496732,0.792184265,0.712403889,0.051771792,40
1.897845745,0.187961779,0.022672033,0.005588192,zero,0.05,100,l1,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.01}",0.717557252,0.702290076,0.776923077,0.761538462,0.807692308,0.753200235,0.038636645,69,0.858823529,0.847058824,0.823529412,0.905882353,0.845238095,0.856106443,0.027372494,376,0.456521739,0.434782609,0.688888889,0.488888889,0.739130435,0.561642512,0.126594237,107,0.53164557,0.506329114,0.681318681,0.586666667,0.731182796,0.607428565,0.086220736,105,0.836317136,0.718414322,0.834509804,0.865620915,0.888457557,0.828663947,0.058632446,111,0.657672634,0.640920716,0.75620915,0.697385621,0.792184265,0.708874477,0.05753682,71
1.896323824,0.083851673,0.023051119,0.007490416,zero,0.05,100,l1,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.1}",0.671755725,0.702290076,0.746153846,0.661538462,0.769230769,0.710193776,0.041679216,476,0.952941176,0.941176471,0.882352941,0.988235294,0.869047619,0.9267507,0.044665884,71,0.152173913,0.260869565,0.488888889,0.044444444,0.586956522,0.306666667,0.203220678,592,0.245614035,0.380952381,0.571428571,0.083333333,0.642857143,0.384837093,0.205763648,586,0.824808184,0.693606138,0.816993464,0.864313725,0.869047619,0.813753826,0.063532461,338,0.552557545,0.601023018,0.685620915,0.516339869,0.72800207,0.616708683,0.079461212,570
1.931610727,0.11183789,0.025339127,0.008822153,zero,0.05,100,l2,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.001}",0.72519084,0.717557252,0.769230769,0.769230769,0.807692308,0.757780388,0.032964834,21,0.870588235,0.870588235,0.823529412,0.905882353,0.845238095,0.863165266,0.027667074,321,0.456521739,0.434782609,0.666666667,0.511111111,0.739130435,0.561642512,0.120190907,107,0.538461538,0.519480519,0.666666667,0.605263158,0.731182796,0.612210936,0.079001146,66,0.834526854,0.716368286,0.829281046,0.856732026,0.891563147,0.825694272,0.05889839,225,0.663554987,0.652685422,0.745098039,0.708496732,0.792184265,0.712403889,0.051771792,40
1.858297777,0.047073312,0.023775244,0.006187195,zero,0.05,100,l2,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.01}",0.72519084,0.702290076,0.769230769,0.784615385,0.815384615,0.759342337,0.04073949,13,0.858823529,0.847058824,0.823529412,0.905882353,0.845238095,0.856106443,0.027372494,376,0.47826087,0.434782609,0.666666667,0.555555556,0.760869565,0.579227053,0.120215137,67,0.55,0.506329114,0.666666667,0.641025641,0.744680851,0.621740455,0.084818741,28,0.835805627,0.714066496,0.831111111,0.860392157,0.889492754,0.826173629,0.059775216,210,0.668542199,0.640920716,0.745098039,0.730718954,0.80305383,0.717666748,0.05747515,22
1.849978113,0.144976406,0.018961906,0.004560875,zero,0.05,100,l2,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.1}",0.740458015,0.679389313,0.738461538,0.776923077,0.784615385,0.743969466,0.037286177,311,0.905882353,0.858823529,0.776470588,0.941176471,0.845238095,0.865518207,0.056105289,305,0.434782609,0.347826087,0.666666667,0.466666667,0.673913043,0.517971014,0.130330393,397,0.540540541,0.432432432,0.638297872,0.591549296,0.688888889,0.578341806,0.087986711,325,0.826598465,0.694117647,0.833202614,0.877124183,0.882763975,0.822761377,0.068159487,258,0.670332481,0.603324808,0.721568627,0.703921569,0.759575569,0.691744611,0.052754772,317
2.429499722,0.142033785,0.025500107,0.004673801,zero,0.05,100,elasticnet,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.001}",0.72519084,0.717557252,0.769230769,0.769230769,0.807692308,0.757780388,0.032964834,21,0.870588235,0.870588235,0.823529412,0.905882353,0.845238095,0.863165266,0.027667074,321,0.456521739,0.434782609,0.666666667,0.511111111,0.739130435,0.561642512,0.120190907,107,0.538461538,0.519480519,0.666666667,0.605263158,0.731182796,0.612210936,0.079001146,66,0.835038363,0.717391304,0.829803922,0.856993464,0.891563147,0.82615804,0.058567921,211,0.663554987,0.652685422,0.745098039,0.708496732,0.792184265,0.712403889,0.051771792,40
2.478989935,0.182340026,0.0244102,0.0045243,zero,0.05,100,elasticnet,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.01}",0.717557252,0.702290076,0.769230769,0.769230769,0.815384615,0.754738696,0.040574094,51,0.858823529,0.847058824,0.823529412,0.905882353,0.845238095,0.856106443,0.027372494,376,0.456521739,0.434782609,0.666666667,0.511111111,0.760869565,0.565990338,0.126747156,100,0.53164557,0.506329114,0.666666667,0.605263158,0.744680851,0.610917072,0.087470389,77,0.836061381,0.71483376,0.834509804,0.861960784,0.88742236,0.826957618,0.059317587,193,0.657672634,0.640920716,0.745098039,0.708496732,0.80305383,0.71104839,0.058987715,48
2.57816,0.143571641,0.023148537,0.008572909,zero,0.05,100,elasticnet,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 100, 'classifier__penalty': 'elasticnet', 'classifier__penalty_strength': 0.1}",0.694656489,0.709923664,0.761538462,0.746153846,0.8,0.742454492,0.037502727,320,0.929411765,0.917647059,0.835294118,0.976470588,0.869047619,0.90557423,0.049017879,91,0.260869565,0.326086957,0.622222222,0.311111111,0.673913043,0.43884058,0.172968071,516,0.375,0.441176471,0.643678161,0.459016393,0.704545455,0.524683296,0.126649749,446,0.823529412,0.696930946,0.824052288,0.875294118,0.885351967,0.821031746,0.067078858,279,0.595140665,0.621867008,0.72875817,0.64379085,0.771480331,0.672207405,0.066834185,403
3.16841197,0.048384169,0.021694756,0.004868475,zero,0.05,150,l1,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.001}",0.748091603,0.648854962,0.784615385,0.761538462,0.792307692,0.747081621,0.051599763,226,0.894117647,0.682352941,0.870588235,0.905882353,0.892857143,0.849159664,0.084180544,398,0.47826087,0.586956522,0.622222222,0.488888889,0.608695652,0.557004831,0.061094592,116,0.571428571,0.54,0.666666667,0.586666667,0.674698795,0.60789214,0.05349211,98,0.835038363,0.716112532,0.828496732,0.861960784,0.892339545,0.826789591,0.059756468,195,0.686189258,0.634654731,0.746405229,0.697385621,0.750776398,0.703082247,0.042782619,136
3.050383806,0.178159764,0.024462032,0.008013265,zero,0.05,150,l1,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.01}",0.740458015,0.648854962,0.776923077,0.769230769,0.807692308,0.748631826,0.054286436,167,0.894117647,0.682352941,0.870588235,0.905882353,0.904761905,0.851540616,0.085540183,388,0.456521739,0.586956522,0.6,0.511111111,0.630434783,0.557004831,0.063782022,116,0.552631579,0.54,0.65060241,0.605263158,0.698795181,0.609458465,0.059573898,87,0.836828645,0.717902813,0.830849673,0.863529412,0.891045549,0.828031218,0.059066965,169,0.675319693,0.634654731,0.735294118,0.708496732,0.767598344,0.704272724,0.046206593,110
2.854306459,0.124471677,0.028709078,0.004281657,zero,0.05,150,l1,0.1,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 150, 'classifier__penalty': 'l1', 'classifier__penalty_strength': 0.1}",0.641221374,0.679389313,0.723076923,0.715384615,0.653846154,0.682583676,0.032442237,591,0.976470588,0.776470588,0.988235294,0.964705882,1,0.941176471,0.083189033,48,0.02173913,0.5,0.222222222,0.244444444,0.02173913,0.202028986,0.176636591,638,0.040816327,0.522727273,0.357142857,0.372881356,0.042553191,0.267224201,0.193012024,643,0.805626598,0.711253197,0.793986928,0.884444444,0.767598344,0.792581902,0.05630169,423,0.499104859,0.638235294,0.605228758,0.604575163,0.510869565,0.571602728,0.055860985,638
2.872463274,0.177713849,0.023101568,0.004603303,zero,0.05,150,l2,0.001,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 150, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.001}",0.748091603,0.648854962,0.784615385,0.761538462,0.792307692,0.747081621,0.051599763,226,0.894117647,0.682352941,0.870588235,0.905882353,0.892857143,0.849159664,0.084180544,398,0.47826087,0.586956522,0.622222222,0.488888889,0.608695652,0.557004831,0.061094592,116,0.571428571,0.54,0.666666667,0.586666667,0.674698795,0.60789214,0.05349211,98,0.834782609,0.71483376,0.828235294,0.863006536,0.892339545,0.826639549,0.060346396,198,0.686189258,0.634654731,0.746405229,0.697385621,0.750776398,0.703082247,0.042782619,136
2.623800945,0.075503763,0.019751358,0.0060457,zero,0.05,150,l2,0.01,"{'classifier__init_type': 'zero', 'classifier__learning_rate': 0.05, 'classifier__n_epochs': 150, 'classifier__penalty': 'l2', 'classifier__penalty_strength': 0.01}",0.740458015,0.641221374,0.792307692,0.769230769,0.792307692,0.747105109,0.056270136,224,0.882352941,0.670588235,0.882352941,0.905882353,0.892857143,0.846806723,0.088533151,409,0.47826087,0.586956522,0.622222222,0.511111111,0.608695652,0.561449275,0.056622314,111,0.564102564,0.534653465,0.674698795,0.605263158,0.674698795,0.610683356,0.056878196,81,0.834526854,0.711508951,0.827973856,0.865882353,0.893374741,0.826653351,0.062149219,197,0.680306905,0.628772379,0.752287582,0.708496732,0.750776398,0.704127999,0.046390556,113
