mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__init_type,param_classifier__learning_rate,param_classifier__n_epochs,param_classifier__penalty,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_sensitivity,split1_test_sensitivity,split2_test_sensitivity,split3_test_sensitivity,split4_test_sensitivity,mean_test_sensitivity,std_test_sensitivity,rank_test_sensitivity,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy
0.5159729480743408,0.015077684975372483,0.01864204406738281,0.00569622546444755,normal,0.01,50,,"{'classifier__init_type': 'normal', 'classifier__learning_rate': 0.01, 'classifier__n_epochs': 50, 'classifier__penalty': None}",0.6030534351145038,0.5877862595419847,0.676923076923077,0.6461538461538462,0.7384615384615385,0.65047563123899,0.05410820102044483,1,0.7176470588235294,0.5529411764705883,0.788235294117647,0.5176470588235295,0.6904761904761905,0.653389355742297,0.10217995958500652,1,0.391304347826087,0.6521739130434783,0.4666666666666667,0.8888888888888888,0.8260869565217391,0.645024154589372,0.19415972793894323,1,0.4090909090909091,0.5263157894736842,0.5,0.6349206349206349,0.6909090909090909,0.5522472848788638,0.09995793957320014,1,0.5544757033248082,0.6025575447570333,0.6274509803921569,0.7032679738562091,0.7582815734989647,0.6492067551658345,0.07272326465632395,1
